movieId,isin_rating,title,year,genres_list
107,True,Muppet Treasure Island ,1996,Comedy
107,True,Muppet Treasure Island ,1996,Musical
108,True,Catwalk ,1996,Documentary
110,True,Braveheart ,1995,Action
110,True,Braveheart ,1995,Drama
110,True,Braveheart ,1995,War
111,True,Taxi Driver ,1976,Crime
111,True,Taxi Driver ,1976,Drama
111,True,Taxi Driver ,1976,Thriller
112,True,Rumble in the Bronx (Hont faan kui) ,1995,Action
112,True,Rumble in the Bronx (Hont faan kui) ,1995,Adventure
112,True,Rumble in the Bronx (Hont faan kui) ,1995,Comedy
112,True,Rumble in the Bronx (Hont faan kui) ,1995,Crime
113,True,Before and After ,1996,Drama
113,True,Before and After ,1996,Mystery
116,True,Anne Frank Remembered ,1995,Documentary
117,True,"Young Poisoner's Handbook, The ",1995,Crime
117,True,"Young Poisoner's Handbook, The ",1995,Drama
118,True,If Lucy Fell ,1996,Comedy
118,True,If Lucy Fell ,1996,Romance
119,True,"Steal Big, Steal Little ",1995,Comedy
121,True,"Boys of St. Vincent, The ",1992,Drama
122,True,Boomerang ,1992,Comedy
122,True,Boomerang ,1992,Romance
123,True,Chungking Express (Chung Hing sam lam) ,1994,Drama
123,True,Chungking Express (Chung Hing sam lam) ,1994,Mystery
123,True,Chungking Express (Chung Hing sam lam) ,1994,Romance
125,True,Flirting With Disaster ,1996,Comedy
126,True,"NeverEnding Story III, The ",1994,Adventure
126,True,"NeverEnding Story III, The ",1994,Children
126,True,"NeverEnding Story III, The ",1994,Fantasy
128,True,Jupiter's Wife ,1994,Documentary
129,True,Pie in the Sky ,1996,Comedy
129,True,Pie in the Sky ,1996,Romance
132,True,Jade ,1995,Thriller
135,True,Down Periscope ,1996,Comedy
137,True,Man of the Year ,1995,Documentary
140,True,Up Close and Personal ,1996,Drama
140,True,Up Close and Personal ,1996,Romance
141,True,"Birdcage, The ",1996,Comedy
144,True,"Brothers McMullen, The ",1995,Comedy
145,True,Bad Boys ,1995,Action
145,True,Bad Boys ,1995,Comedy
145,True,Bad Boys ,1995,Crime
145,True,Bad Boys ,1995,Drama
145,True,Bad Boys ,1995,Thriller
146,True,"Amazing Panda Adventure, The ",1995,Adventure
146,True,"Amazing Panda Adventure, The ",1995,Children
147,True,"Basketball Diaries, The ",1995,Drama
148,True,"Awfully Big Adventure, An ",1995,Drama
149,True,Amateur ,1994,Crime
149,True,Amateur ,1994,Drama
149,True,Amateur ,1994,Thriller
150,True,Apollo 13 ,1995,Adventure
150,True,Apollo 13 ,1995,Drama
150,True,Apollo 13 ,1995,IMAX
151,True,Rob Roy ,1995,Action
151,True,Rob Roy ,1995,Drama
151,True,Rob Roy ,1995,Romance
151,True,Rob Roy ,1995,War
152,True,"Addiction, The ",1995,Drama
152,True,"Addiction, The ",1995,Horror
153,True,Batman Forever ,1995,Action
153,True,Batman Forever ,1995,Adventure
153,True,Batman Forever ,1995,Comedy
153,True,Batman Forever ,1995,Crime
154,True,Beauty of the Day (Belle de jour) ,1967,Drama
155,True,Beyond Rangoon ,1995,Adventure
155,True,Beyond Rangoon ,1995,Drama
155,True,Beyond Rangoon ,1995,War
156,True,Blue in the Face ,1995,Comedy
156,True,Blue in the Face ,1995,Drama
157,True,Canadian Bacon ,1995,Comedy
157,True,Canadian Bacon ,1995,War
158,True,Casper ,1995,Adventure
158,True,Casper ,1995,Children
159,True,Clockers ,1995,Crime
159,True,Clockers ,1995,Drama
159,True,Clockers ,1995,Mystery
160,True,Congo ,1995,Action
160,True,Congo ,1995,Adventure
160,True,Congo ,1995,Mystery
160,True,Congo ,1995,Sci-Fi
161,True,Crimson Tide ,1995,Drama
161,True,Crimson Tide ,1995,Thriller
161,True,Crimson Tide ,1995,War
162,True,Crumb ,1994,Documentary
163,True,Desperado ,1995,Action
163,True,Desperado ,1995,Romance
163,True,Desperado ,1995,Western
164,True,Devil in a Blue Dress ,1995,Crime
164,True,Devil in a Blue Dress ,1995,Film-Noir
164,True,Devil in a Blue Dress ,1995,Mystery
164,True,Devil in a Blue Dress ,1995,Thriller
165,True,Die Hard: With a Vengeance ,1995,Action
165,True,Die Hard: With a Vengeance ,1995,Crime
165,True,Die Hard: With a Vengeance ,1995,Thriller
166,True,"Doom Generation, The ",1995,Comedy
166,True,"Doom Generation, The ",1995,Crime
166,True,"Doom Generation, The ",1995,Drama
168,True,First Knight ,1995,Action
168,True,First Knight ,1995,Drama
168,True,First Knight ,1995,Romance
169,True,Free Willy 2: The Adventure Home ,1995,Adventure
169,True,Free Willy 2: The Adventure Home ,1995,Children
169,True,Free Willy 2: The Adventure Home ,1995,Drama
170,True,Hackers ,1995,Action
170,True,Hackers ,1995,Adventure
170,True,Hackers ,1995,Crime
170,True,Hackers ,1995,Thriller
171,True,Jeffrey ,1995,Comedy
171,True,Jeffrey ,1995,Drama
172,True,Johnny Mnemonic ,1995,Action
172,True,Johnny Mnemonic ,1995,Sci-Fi
172,True,Johnny Mnemonic ,1995,Thriller
173,True,Judge Dredd ,1995,Action
173,True,Judge Dredd ,1995,Crime
173,True,Judge Dredd ,1995,Sci-Fi
174,True,Jury Duty ,1995,Comedy
175,True,Kids ,1995,Drama
176,True,Living in Oblivion ,1995,Comedy
177,True,Lord of Illusions ,1995,Horror
178,True,Love & Human Remains ,1993,Comedy
178,True,Love & Human Remains ,1993,Drama
179,True,Mad Love ,1995,Drama
179,True,Mad Love ,1995,Romance
180,True,Mallrats ,1995,Comedy
180,True,Mallrats ,1995,Romance
181,True,Mighty Morphin Power Rangers: The Movie ,1995,Action
181,True,Mighty Morphin Power Rangers: The Movie ,1995,Children
183,True,Mute Witness ,1994,Comedy
183,True,Mute Witness ,1994,Horror
183,True,Mute Witness ,1994,Thriller
184,True,Nadja ,1994,Drama
185,True,"Net, The ",1995,Action
185,True,"Net, The ",1995,Crime
185,True,"Net, The ",1995,Thriller
186,True,Nine Months ,1995,Comedy
186,True,Nine Months ,1995,Romance
187,True,Party Girl ,1995,Comedy
188,True,"Prophecy, The ",1995,Fantasy
188,True,"Prophecy, The ",1995,Horror
188,True,"Prophecy, The ",1995,Mystery
189,True,Reckless ,1995,Comedy
189,True,Reckless ,1995,Fantasy
190,True,Safe ,1995,Thriller
191,True,"Scarlet Letter, The ",1995,Drama
191,True,"Scarlet Letter, The ",1995,Romance
193,True,Showgirls ,1995,Drama
194,True,Smoke ,1995,Comedy
194,True,Smoke ,1995,Drama
195,True,Something to Talk About ,1995,Comedy
195,True,Something to Talk About ,1995,Drama
195,True,Something to Talk About ,1995,Romance
196,True,Species ,1995,Horror
196,True,Species ,1995,Sci-Fi
198,True,Strange Days ,1995,Action
198,True,Strange Days ,1995,Crime
198,True,Strange Days ,1995,Drama
198,True,Strange Days ,1995,Mystery
198,True,Strange Days ,1995,Sci-Fi
198,True,Strange Days ,1995,Thriller
199,True,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1964,Drama
199,True,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1964,Musical
199,True,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1964,Romance
201,True,Three Wishes ,1995,Drama
201,True,Three Wishes ,1995,Fantasy
202,True,Total Eclipse ,1995,Drama
202,True,Total Eclipse ,1995,Romance
203,True,"To Wong Foo, Thanks for Everything! Julie Newmar ",1995,Comedy
204,True,Under Siege 2: Dark Territory ,1995,Action
205,True,Unstrung Heroes ,1995,Comedy
205,True,Unstrung Heroes ,1995,Drama
206,True,Unzipped ,1995,Documentary
207,True,"Walk in the Clouds, A ",1995,Drama
207,True,"Walk in the Clouds, A ",1995,Romance
208,True,Waterworld ,1995,Action
208,True,Waterworld ,1995,Adventure
208,True,Waterworld ,1995,Sci-Fi
209,True,White Man's Burden ,1995,Drama
210,True,Wild Bill ,1995,Western
211,True,"Browning Version, The ",1994,Drama
212,True,Bushwhacked ,1995,Adventure
212,True,Bushwhacked ,1995,Comedy
212,True,Bushwhacked ,1995,Crime
212,True,Bushwhacked ,1995,Mystery
213,True,Burnt by the Sun (Utomlyonnye solntsem) ,1994,Drama
214,True,Before the Rain (Pred dozhdot) ,1994,Drama
214,True,Before the Rain (Pred dozhdot) ,1994,War
215,True,Before Sunrise ,1995,Drama
215,True,Before Sunrise ,1995,Romance
216,True,Billy Madison ,1995,Comedy
217,True,"Babysitter, The ",1995,Drama
217,True,"Babysitter, The ",1995,Thriller
218,True,Boys on the Side ,1995,Comedy
218,True,Boys on the Side ,1995,Drama
219,True,"Cure, The ",1995,Drama
220,True,Castle Freak ,1995,Horror
222,True,Circle of Friends ,1995,Drama
222,True,Circle of Friends ,1995,Romance
223,True,Clerks ,1994,Comedy
224,True,Don Juan DeMarco ,1995,Comedy
224,True,Don Juan DeMarco ,1995,Drama
224,True,Don Juan DeMarco ,1995,Romance
225,True,Disclosure ,1994,Drama
225,True,Disclosure ,1994,Thriller
227,True,Drop Zone ,1994,Action
227,True,Drop Zone ,1994,Thriller
228,True,Destiny Turns on the Radio ,1995,Comedy
229,True,Death and the Maiden ,1994,Drama
229,True,Death and the Maiden ,1994,Thriller
230,True,Dolores Claiborne ,1995,Drama
230,True,Dolores Claiborne ,1995,Thriller
231,True,Dumb & Dumber (Dumb and Dumber) ,1994,Adventure
231,True,Dumb & Dumber (Dumb and Dumber) ,1994,Comedy
232,True,Eat Drink Man Woman (Yin shi nan nu) ,1994,Comedy
232,True,Eat Drink Man Woman (Yin shi nan nu) ,1994,Drama
232,True,Eat Drink Man Woman (Yin shi nan nu) ,1994,Romance
233,True,Exotica ,1994,Drama
234,True,Exit to Eden ,1994,Comedy
235,True,Ed Wood ,1994,Comedy
235,True,Ed Wood ,1994,Drama
236,True,French Kiss ,1995,Action
236,True,French Kiss ,1995,Comedy
236,True,French Kiss ,1995,Romance
237,True,Forget Paris ,1995,Comedy
237,True,Forget Paris ,1995,Romance
238,True,Far From Home: The Adventures of Yellow Dog ,1995,Adventure
238,True,Far From Home: The Adventures of Yellow Dog ,1995,Children
239,True,"Goofy Movie, A ",1995,Animation
239,True,"Goofy Movie, A ",1995,Children
239,True,"Goofy Movie, A ",1995,Comedy
239,True,"Goofy Movie, A ",1995,Romance
240,True,Hideaway ,1995,Thriller
241,True,Fluke ,1995,Children
241,True,Fluke ,1995,Drama
242,True,Farinelli: il castrato ,1994,Drama
242,True,Farinelli: il castrato ,1994,Musical
243,True,Gordy ,1995,Children
243,True,Gordy ,1995,Comedy
243,True,Gordy ,1995,Fantasy
246,True,Hoop Dreams ,1994,Documentary
247,True,Heavenly Creatures ,1994,Crime
247,True,Heavenly Creatures ,1994,Drama
248,True,Houseguest ,1994,Comedy
249,True,Immortal Beloved ,1994,Drama
249,True,Immortal Beloved ,1994,Romance
250,True,Heavyweights (Heavy Weights) ,1995,Children
250,True,Heavyweights (Heavy Weights) ,1995,Comedy
251,True,"Hunted, The ",1995,Action
252,True,I.Q. ,1994,Comedy
252,True,I.Q. ,1994,Romance
253,True,Interview with the Vampire: The Vampire Chronicles ,1994,Drama
253,True,Interview with the Vampire: The Vampire Chronicles ,1994,Horror
254,True,Jefferson in Paris ,1995,Drama
255,True,"Jerky Boys, The ",1995,Comedy
256,True,Junior ,1994,Comedy
256,True,Junior ,1994,Sci-Fi
257,True,Just Cause ,1995,Mystery
257,True,Just Cause ,1995,Thriller
258,True,"Kid in King Arthur's Court, A ",1995,Adventure
258,True,"Kid in King Arthur's Court, A ",1995,Children
258,True,"Kid in King Arthur's Court, A ",1995,Comedy
258,True,"Kid in King Arthur's Court, A ",1995,Fantasy
258,True,"Kid in King Arthur's Court, A ",1995,Romance
259,True,Kiss of Death ,1995,Crime
259,True,Kiss of Death ,1995,Drama
259,True,Kiss of Death ,1995,Thriller
260,True,Star Wars: Episode IV - A New Hope ,1977,Action
260,True,Star Wars: Episode IV - A New Hope ,1977,Adventure
260,True,Star Wars: Episode IV - A New Hope ,1977,Sci-Fi
261,True,Little Women ,1994,Drama
262,True,"Little Princess, A ",1995,Children
262,True,"Little Princess, A ",1995,Drama
263,True,Ladybird Ladybird ,1994,Drama
265,True,Like Water for Chocolate (Como agua para chocolate) ,1992,Drama
265,True,Like Water for Chocolate (Como agua para chocolate) ,1992,Fantasy
265,True,Like Water for Chocolate (Como agua para chocolate) ,1992,Romance
266,True,Legends of the Fall ,1994,Drama
266,True,Legends of the Fall ,1994,Romance
266,True,Legends of the Fall ,1994,War
266,True,Legends of the Fall ,1994,Western
267,True,Major Payne ,1995,Comedy
269,True,My Crazy Life (Mi vida loca) ,1993,Drama
270,True,Love Affair ,1994,Drama
270,True,Love Affair ,1994,Romance
271,True,Losing Isaiah ,1995,Drama
272,True,"Madness of King George, The ",1994,Comedy
272,True,"Madness of King George, The ",1994,Drama
273,True,Mary Shelley's Frankenstein (Frankenstein) ,1994,Drama
273,True,Mary Shelley's Frankenstein (Frankenstein) ,1994,Horror
273,True,Mary Shelley's Frankenstein (Frankenstein) ,1994,Sci-Fi
274,True,Man of the House ,1995,Comedy
275,True,Mixed Nuts ,1994,Comedy
276,True,Milk Money ,1994,Comedy
276,True,Milk Money ,1994,Romance
277,True,Miracle on 34th Street ,1994,Drama
278,True,Miami Rhapsody ,1995,Comedy
279,True,My Family ,1995,Drama
280,True,Murder in the First ,1995,Drama
280,True,Murder in the First ,1995,Thriller
281,True,Nobody's Fool ,1994,Comedy
281,True,Nobody's Fool ,1994,Drama
281,True,Nobody's Fool ,1994,Romance
282,True,Nell ,1994,Drama
283,True,New Jersey Drive ,1995,Crime
283,True,New Jersey Drive ,1995,Drama
284,True,New York Cop (Nyû Yôku no koppu) ,1993,Action
284,True,New York Cop (Nyû Yôku no koppu) ,1993,Crime
285,True,Beyond Bedlam ,1993,Drama
285,True,Beyond Bedlam ,1993,Horror
287,True,Nina Takes a Lover ,1994,Comedy
287,True,Nina Takes a Lover ,1994,Romance
288,True,Natural Born Killers ,1994,Action
288,True,Natural Born Killers ,1994,Crime
288,True,Natural Born Killers ,1994,Thriller
289,True,Only You ,1994,Comedy
289,True,Only You ,1994,Romance
290,True,Once Were Warriors ,1994,Crime
290,True,Once Were Warriors ,1994,Drama
291,True,Poison Ivy II ,1996,Drama
291,True,Poison Ivy II ,1996,Thriller
292,True,Outbreak ,1995,Action
292,True,Outbreak ,1995,Drama
292,True,Outbreak ,1995,Sci-Fi
292,True,Outbreak ,1995,Thriller
293,True,Léon: The Professional (a.k.a. The Professional) (Léon) ,1994,Action
293,True,Léon: The Professional (a.k.a. The Professional) (Léon) ,1994,Crime
293,True,Léon: The Professional (a.k.a. The Professional) (Léon) ,1994,Drama
293,True,Léon: The Professional (a.k.a. The Professional) (Léon) ,1994,Thriller
294,True,"Perez Family, The ",1995,Comedy
294,True,"Perez Family, The ",1995,Romance
295,True,"Pyromaniac's Love Story, A ",1995,Comedy
295,True,"Pyromaniac's Love Story, A ",1995,Romance
296,True,Pulp Fiction ,1994,Comedy
296,True,Pulp Fiction ,1994,Crime
296,True,Pulp Fiction ,1994,Drama
296,True,Pulp Fiction ,1994,Thriller
298,True,Pushing Hands (Tui shou) ,1992,Drama
299,True,Priest ,1994,Drama
300,True,Quiz Show ,1994,Drama
301,True,Picture Bride (Bijo photo) ,1994,Drama
301,True,Picture Bride (Bijo photo) ,1994,Romance
302,True,"Queen Margot (Reine Margot, La) ",1994,Drama
302,True,"Queen Margot (Reine Margot, La) ",1994,Romance
303,True,"Quick and the Dead, The ",1995,Action
303,True,"Quick and the Dead, The ",1995,Thriller
303,True,"Quick and the Dead, The ",1995,Western
304,True,Roommates ,1995,Comedy
304,True,Roommates ,1995,Drama
305,True,Ready to Wear (Pret-A-Porter) ,1994,Comedy
306,True,Three Colors: Red (Trois couleurs: Rouge) ,1994,Drama
307,True,Three Colors: Blue (Trois couleurs: Bleu) ,1993,Drama
308,True,Three Colors: White (Trzy kolory: Bialy) ,1994,Comedy
308,True,Three Colors: White (Trzy kolory: Bialy) ,1994,Drama
310,True,Rent-a-Kid ,1995,Comedy
311,True,Relative Fear ,1994,Horror
311,True,Relative Fear ,1994,Thriller
312,True,Stuart Saves His Family ,1995,Comedy
313,True,"Swan Princess, The ",1994,Animation
313,True,"Swan Princess, The ",1994,Children
314,True,"Secret of Roan Inish, The ",1994,Children
314,True,"Secret of Roan Inish, The ",1994,Drama
314,True,"Secret of Roan Inish, The ",1994,Fantasy
314,True,"Secret of Roan Inish, The ",1994,Mystery
315,True,"Specialist, The ",1994,Action
315,True,"Specialist, The ",1994,Drama
315,True,"Specialist, The ",1994,Thriller
316,True,Stargate ,1994,Action
316,True,Stargate ,1994,Adventure
316,True,Stargate ,1994,Sci-Fi
317,True,"Santa Clause, The ",1994,Comedy
317,True,"Santa Clause, The ",1994,Drama
317,True,"Santa Clause, The ",1994,Fantasy
318,True,"Shawshank Redemption, The ",1994,Crime
318,True,"Shawshank Redemption, The ",1994,Drama
319,True,Shallow Grave ,1994,Comedy
319,True,Shallow Grave ,1994,Drama
319,True,Shallow Grave ,1994,Thriller
320,True,Suture ,1993,Film-Noir
320,True,Suture ,1993,Thriller
321,True,Strawberry and Chocolate (Fresa y chocolate) ,1993,Drama
322,True,Swimming with Sharks ,1995,Comedy
322,True,Swimming with Sharks ,1995,Drama
324,True,"Sum of Us, The ",1994,Comedy
324,True,"Sum of Us, The ",1994,Drama
325,True,National Lampoon's Senior Trip ,1995,Comedy
326,True,To Live (Huozhe) ,1994,Drama
327,True,Tank Girl ,1995,Action
327,True,Tank Girl ,1995,Comedy
327,True,Tank Girl ,1995,Sci-Fi
328,True,Tales from the Crypt Presents: Demon Knight ,1995,Horror
328,True,Tales from the Crypt Presents: Demon Knight ,1995,Thriller
329,True,Star Trek: Generations ,1994,Adventure
329,True,Star Trek: Generations ,1994,Drama
329,True,Star Trek: Generations ,1994,Sci-Fi
330,True,Tales from the Hood ,1995,Action
330,True,Tales from the Hood ,1995,Crime
330,True,Tales from the Hood ,1995,Horror
331,True,Tom & Viv ,1994,Drama
332,True,Village of the Damned ,1995,Horror
332,True,Village of the Damned ,1995,Sci-Fi
333,True,Tommy Boy ,1995,Comedy
